#start	end	length	mean	median	max
1	482	482	14.28	4	164
2025	2055	31	46.81	46	74
3157	3168	12	24.08	27	36
6693	7017	325	1.03	1	4
7789	7802	14	11.86	12	16
8337	8670	334	20.32	12	107
10375	10433	59	1.54	1	4
12486	12487	2	14.50	29	29
13433	13539	107	12.14	3	43
14089	14235	147	4.16	1	16
15121	15207	87	6.33	7	12
15472	15620	149	2.62	2	7
16272	16335	64	1.56	2	3
16606	16922	317	3.66	4	8
17238	17388	151	17.50	16	37
18760	18788	29	12.38	13	16
21032	21087	56	3.70	4	5
21592	21732	141	48.50	55	95
22756	22892	137	4.01	4	8
23979	24021	43	11.23	18	20
24577	24588	12	3.33	4	4
25564	25756	193	5.16	3	14
26672	26731	60	6.40	6	10
27554	27666	113	10.38	9	21
30517	30522	6	12.67	15	16
32074	32080	7	0.86	1	1
33002	33020	19	0.26	0	1
34530	34644	115	3.47	3	6
35557	35569	13	6.77	8	8
36289	36298	10	4.50	5	5
36920	37107	188	3.43	3	9
39117	39222	106	5.88	7	16
40108	40210	103	109.75	115.5	306
40424	40609	186	118.95	64	337
40835	41132	298	11.12	6	48
42819	42933	115	1.78	2	4
53263	54576	1314	12.11	10	88
54697	54908	212	22.97	6	122
55302	55574	273	1.83	1	6
56982	57147	166	6.54	2	32
58474	59017	544	3.34	2	14
59702	59734	33	6.24	7	8
60086	60240	155	4.49	4	9
60748	60764	17	0.94	1	1
61146	61429	284	0.85	1	2
63089	63700	612	3.26	2	18
63839	64664	826	25.78	18	90
66495	66549	55	2.36	3	3
66976	67186	211	4.36	1	28
67733	67773	41	5.27	6	8
68278	68345	68	2.22	2	5
69264	69373	110	2.22	1	7
70259	70323	65	1.43	1	3
71026	71111	86	10.56	4	31
71565	71677	113	8.44	8	15
71909	71922	14	7.86	8	10
72358	72416	59	2.90	2	7
72831	72924	94	3.00	2	6
74050	74059	10	0.90	1	1
75041	75075	35	3.03	3	5
76274	76353	80	27.16	36	45
78669	78759	91	2.62	3	8
79816	80048	233	3.51	3	9
80961	81024	64	66.30	58	280
83927	83928	2	1.50	3	3
87741	87750	10	2.60	2	4
88477	88488	12	2.08	2	3
92472	92695	224	2.31	2	6
94043	94051	9	2.44	2	4
95384	95401	18	6.11	6	7
95864	95910	47	11.87	12	17
97407	97776	370	96.14	47	402
98809	98899	91	51.55	39.5	259
99416	99430	15	6.67	8	8
100925	101002	78	502.71	178	1139
101489	101658	170	4.88	4	13
102502	102505	4	2.75	4	4
108580	108628	49	4.86	5	7
110558	110674	117	3.78	2	10
110957	110971	15	7.53	8	10
112512	112592	81	3.74	3	8
113025	113280	256	12.00	3	66
115504	115533	30	3.33	4	5
118144	118145	2	0.50	1	1
119235	119247	13	9.54	9.5	16
120166	120177	12	4.17	4	6
121408	121785	378	15.29	3	98
122512	122724	213	15.19	12	43
124294	124432	139	1.65	1	3
125027	125292	266	144.36	39	972
126415	126426	12	32.08	35	36
128017	128029	13	13.15	14	15
128582	128594	13	5.23	6	6
129480	129497	18	14.22	17	19
129705	129722	18	24.33	24	30
131068	131134	67	10.91	9.5	24
132206	132233	28	11.18	11	14
133146	133173	28	4.68	5	5
133807	133848	42	4.14	3	11
134299	134432	134	9.73	3	46
134904	135161	258	3.19	2	7
135888	135914	27	3.44	3	5
136500	136731	232	2.03	1	10
138079	138129	51	5.20	5	9
138814	138916	103	2.20	2	4
139649	139830	182	303.49	184	1242
140239	140272	34	32.03	34	44
141179	141480	302	8.93	9	18
141984	142161	178	7.89	1	41
142783	142885	103	1.66	1	5
143384	143457	74	54.88	3	156
143797	143880	84	10.98	9	25
145306	145476	171	2.75	3	5
146968	147053	86	8.77	8	14
147339	147340	2	1.00	2	2
