#start	end	length	mean	median	max
1	210	210	0.35	0	1
313	336	24	4.96	6	8
3726	3731	6	8.00	10	10
5022	5203	182	0.04	0	2
13532	13617	86	1.56	1	4
14401	14705	305	29.33	2	657
15657	15843	187	3.40	0	64
16825	16988	164	5.85	3	28
17574	18100	527	2.46	0	33
20024	20058	35	70.29	72	89
21267	21811	545	0.48	0	5
22988	23178	191	17.99	12	54
24073	24169	97	3.36	0	18
24428	24860	433	105.78	8	477
25800	25831	32	15.31	15	21
28640	28642	3	35.67	53.5	54
29159	29231	73	30.74	35.5	50
30634	30878	245	1.06	1	14
31698	32135	438	1.65	0	12
33297	33315	19	9.16	9.5	11
36541	36883	343	0.31	0	2
37166	37239	74	84.68	83	146
44314	44614	301	0.47	0	10
45443	45472	30	44.20	44	61
46628	46817	190	6.05	5	20
47598	47777	180	0.93	1	2
48447	48573	127	0.29	0	5
49765	50097	333	5.30	1	26
51106	51114	9	7.67	9	10
51541	53375	1835	0.40	0	16
58376	58377	2	10.50	21	21
59355	59418	64	31.88	35	63
63009	63204	196	1.52	1	7
64668	64752	85	4.60	3	14
65659	66978	1320	3.92	0	40
68182	68270	89	69.01	55	144
70224	70308	85	20.48	22	29
71083	71103	21	208.95	211.5	292
72724	73038	315	10.88	2	50
73636	73767	132	2.31	2	4
78720	78943	224	3.14	2	13
79631	79656	26	2.88	3	3
80947	81446	500	2.62	1	16
82782	82843	62	0.00	0	0
84411	84800	390	0.00	0	0
86672	87369	698	0.26	0	2
87436	87602	167	0.22	0	1
89483	89506	24	0.17	0	1
90431	90454	24	0.00	0	0
91379	92039	661	1.37	0	9
92520	92693	174	0.47	0	1
93666	93675	10	3.00	3	4
95139	95207	69	3.58	3	6
95922	95939	18	3.28	3	5
98040	98094	55	15.18	15	22
98722	99188	467	2.97	1	12
99315	99338	24	3.12	3	6
101109	101401	293	11.51	0	627
102002	102414	413	178.68	149	662
103000	103109	110	3.20	2	16
104181	104364	184	9.78	8	35
105505	105593	89	107.97	71.5	241
105927	105961	35	82.06	84	87
108786	108906	121	9.76	9	35
109354	109412	59	5.41	5	11
110568	110782	215	30.96	33	70
111251	111281	31	128.16	133	144
